,y_true,y_pred
1600,nv,nv
1601,nv,nv
1602,bkl,akiec
1603,nv,nv
1604,nv,nv
1605,nv,nv
1606,nv,nv
1607,bkl,nv
1608,nv,nv
1609,nv,mel
1610,nv,nv
1611,df,bkl
1612,nv,nv
1613,bcc,nv
1614,bkl,bkl
1615,bcc,bcc
1616,nv,nv
1617,mel,mel
1618,mel,bkl
1619,nv,nv
1620,nv,nv
1621,nv,nv
1622,nv,nv
1623,nv,nv
1624,nv,nv
1625,nv,nv
1626,bkl,bcc
1627,nv,nv
1628,bcc,bcc
1629,nv,nv
1630,nv,nv
1631,nv,nv
1632,nv,nv
1633,nv,nv
1634,nv,nv
1635,bcc,nv
1636,nv,nv
1637,bkl,nv
1638,nv,nv
1639,nv,nv
1640,nv,nv
1641,mel,nv
1642,nv,mel
1643,mel,bkl
1644,nv,nv
1645,bkl,mel
1646,mel,nv
1647,bkl,nv
1648,nv,nv
1649,nv,nv
1650,nv,nv
1651,bkl,bkl
1652,nv,nv
1653,nv,nv
1654,nv,nv
1655,nv,nv
1656,mel,bkl
1657,nv,nv
1658,nv,nv
1659,nv,nv
1660,mel,bkl
1661,bkl,bkl
1662,nv,nv
1663,bkl,bcc
1664,nv,nv
1665,nv,nv
1666,nv,mel
1667,nv,nv
1668,bcc,akiec
1669,nv,nv
1670,nv,nv
1671,nv,nv
1672,bkl,bkl
1673,nv,nv
1674,nv,bkl
1675,nv,nv
1676,bkl,nv
1677,nv,nv
1678,nv,nv
1679,nv,mel
1680,bkl,nv
1681,bkl,nv
1682,nv,nv
1683,nv,nv
1684,bkl,nv
1685,nv,nv
1686,bcc,akiec
1687,nv,nv
1688,nv,mel
1689,nv,nv
1690,nv,nv
1691,nv,nv
1692,mel,mel
1693,nv,nv
1694,mel,nv
1695,nv,nv
1696,nv,mel
1697,bkl,nv
1698,bcc,bcc
1699,df,mel
1700,nv,nv
1701,nv,nv
1702,mel,nv
1703,nv,nv
1704,nv,nv
1705,nv,nv
1706,akiec,nv
1707,nv,nv
1708,nv,nv
1709,nv,nv
1710,nv,mel
1711,bcc,bcc
1712,mel,nv
1713,bkl,nv
1714,nv,nv
1715,nv,nv
1716,nv,nv
1717,nv,nv
1718,nv,nv
1719,bcc,bcc
1720,mel,nv
1721,nv,nv
1722,nv,nv
1723,nv,nv
1724,df,nv
1725,nv,nv
1726,bkl,bkl
1727,nv,bkl
1728,nv,nv
1729,nv,nv
1730,nv,nv
1731,bcc,bcc
1732,nv,mel
1733,nv,nv
1734,nv,nv
1735,bkl,bkl
1736,bcc,akiec
1737,nv,nv
1738,nv,nv
1739,bkl,nv
1740,mel,bcc
1741,nv,nv
1742,nv,nv
1743,nv,bkl
1744,akiec,bkl
1745,nv,nv
1746,mel,nv
1747,bkl,bkl
1748,nv,nv
1749,nv,nv
1750,nv,nv
1751,nv,mel
1752,bkl,bkl
1753,nv,nv
1754,nv,nv
1755,mel,mel
1756,nv,nv
1757,mel,nv
1758,mel,nv
1759,nv,nv
1760,nv,nv
1761,nv,mel
1762,bkl,nv
1763,bkl,nv
1764,nv,nv
1765,nv,nv
1766,mel,mel
1767,bkl,nv
1768,mel,nv
1769,nv,nv
1770,bkl,nv
1771,nv,bkl
1772,bkl,bkl
1773,nv,nv
1774,nv,nv
1775,nv,nv
1776,nv,nv
1777,bkl,nv
1778,nv,nv
1779,nv,nv
1780,nv,mel
1781,akiec,bcc
1782,nv,nv
1783,bkl,bkl
1784,nv,nv
1785,nv,nv
1786,akiec,nv
1787,bcc,mel
1788,nv,nv
1789,nv,nv
1790,nv,nv
1791,bkl,akiec
1792,bkl,bkl
1793,nv,nv
1794,nv,nv
1795,mel,mel
1796,nv,nv
1797,nv,nv
1798,nv,nv
1799,nv,bcc
1800,mel,mel
1801,nv,nv
1802,nv,nv
1803,nv,nv
1804,nv,nv
1805,nv,nv
1806,bcc,nv
1807,nv,nv
1808,bcc,bcc
1809,nv,nv
1810,nv,nv
1811,mel,nv
1812,nv,nv
1813,nv,nv
1814,nv,nv
1815,nv,nv
1816,nv,nv
1817,nv,nv
1818,nv,nv
1819,nv,nv
1820,nv,nv
1821,nv,nv
1822,mel,bcc
1823,nv,nv
1824,nv,nv
1825,nv,nv
1826,nv,nv
1827,nv,nv
1828,nv,nv
1829,nv,nv
1830,nv,mel
1831,nv,nv
1832,mel,nv
1833,nv,nv
1834,nv,nv
1835,nv,nv
1836,nv,nv
1837,nv,bkl
1838,nv,nv
1839,nv,nv
1840,nv,nv
1841,nv,nv
1842,nv,nv
1843,nv,nv
1844,nv,nv
1845,nv,nv
1846,nv,nv
1847,nv,nv
1848,nv,nv
1849,nv,nv
1850,nv,nv
1851,mel,nv
1852,akiec,nv
1853,nv,nv
1854,nv,mel
1855,nv,mel
1856,mel,nv
1857,nv,nv
1858,nv,nv
1859,nv,mel
1860,nv,bcc
1861,nv,nv
1862,nv,nv
1863,nv,nv
1864,nv,nv
1865,bkl,bcc
1866,nv,nv
1867,bcc,mel
1868,nv,bkl
1869,nv,nv
1870,nv,nv
1871,nv,nv
1872,nv,nv
1873,nv,nv
1874,nv,nv
1875,nv,nv
1876,nv,nv
1877,nv,nv
1878,nv,nv
1879,bcc,nv
1880,nv,nv
1881,nv,nv
1882,nv,nv
1883,mel,mel
1884,df,bkl
1885,nv,nv
1886,nv,nv
1887,bcc,mel
1888,nv,nv
1889,mel,nv
1890,mel,nv
1891,nv,nv
1892,nv,nv
1893,bcc,nv
1894,nv,nv
1895,nv,nv
1896,df,mel
1897,nv,nv
1898,bcc,nv
1899,nv,nv
1900,nv,nv
1901,akiec,bcc
1902,nv,nv
1903,nv,nv
1904,nv,nv
1905,nv,nv
1906,nv,nv
1907,nv,nv
1908,bkl,nv
1909,nv,nv
1910,nv,nv
1911,nv,nv
1912,nv,nv
1913,mel,mel
1914,nv,nv
1915,bcc,mel
1916,nv,nv
1917,bcc,mel
1918,nv,nv
1919,mel,nv
1920,bkl,bcc
1921,nv,nv
1922,nv,nv
1923,bkl,nv
1924,bkl,nv
1925,nv,nv
1926,nv,nv
1927,bkl,nv
1928,nv,nv
1929,nv,nv
1930,akiec,nv
1931,bkl,mel
1932,mel,mel
1933,nv,nv
1934,nv,mel
1935,nv,mel
1936,nv,nv
1937,nv,nv
1938,nv,nv
1939,nv,nv
1940,mel,bkl
1941,bcc,nv
1942,mel,bkl
1943,nv,nv
1944,vasc,nv
1945,nv,nv
1946,bkl,bkl
1947,nv,nv
1948,nv,mel
1949,nv,nv
1950,df,nv
1951,nv,nv
1952,nv,nv
1953,nv,nv
1954,nv,nv
1955,nv,nv
1956,nv,bkl
1957,mel,nv
1958,nv,nv
1959,nv,nv
1960,mel,nv
1961,nv,nv
1962,nv,nv
1963,bkl,mel
1964,nv,nv
1965,nv,nv
1966,nv,nv
1967,nv,nv
1968,nv,nv
1969,bcc,bcc
1970,bkl,bkl
1971,nv,nv
1972,mel,bkl
1973,nv,nv
1974,nv,nv
1975,nv,nv
1976,nv,nv
1977,nv,nv
1978,nv,bcc
1979,nv,nv
1980,nv,nv
1981,nv,nv
1982,mel,bkl
1983,mel,nv
1984,nv,akiec
1985,nv,nv
1986,nv,nv
1987,nv,nv
1988,nv,nv
1989,nv,nv
1990,bkl,mel
1991,mel,nv
1992,nv,nv
1993,mel,mel
1994,nv,nv
1995,nv,nv
1996,nv,nv
1997,bkl,nv
1998,mel,nv
1999,mel,nv
2000,mel,akiec
2001,mel,nv
2002,nv,nv
